  -1.4999166456,  -0.5718303313,1
   0.0513663967,  -0.0225611289,1
   2.1067729593,   1.1733462056,1
   0.5673565280,  -0.4600663003,1
  -0.0505081242,   0.0490278219,1
  -0.8941125923,  -1.6292474793,1
  -0.8343956406,   0.0732789071,1
  -0.2727864696,  -1.0736730668,1
   0.1745409474,   0.1392778501,1
  -0.7238187567,   1.1038892302,1
  -0.8575637661,   1.1458975163,1
   1.1498423456,   0.9878372532,1
   2.0055191393,   1.2666682854,1
  -0.8423976683,  -0.0225583927,1
   0.6138497628,  -1.1448812420,1
  -1.0230238830,   1.2447055734,1
  -0.4809552432,  -1.8574873817,1
  -0.0029792188,  -0.7476166290,1
  -0.2846631349,  -1.3780119411,1
   0.3663503106,   0.6013112958,1
  -0.1586535055,  -0.6831723338,1
   0.1935490609,  -0.7827899016,1
  -1.2989577024,   2.0393359805,1
  -2.3564630247,   0.0385228325,1
   0.5015622986,   0.5104319615,1
  -1.5807077879,  -0.0624854694,1
  -1.2830251043,   1.7089097015,1
   0.2725923188,   0.0845388455,1
   0.4120479012,   0.3252807936,1
   0.3733312264,   2.3692991794,1
  -0.5001077581,  -2.0928702446,1
   0.8963524528,   0.4730236403,1
   1.8541875499,   0.3973266138,1
   0.2476647152,   1.0095673027,1
   1.6854334238,   0.3318552145,1
   1.1075442281,  -0.3210658044,1
   0.9793191156,  -1.5313942553,1
   0.7084594092,  -0.8662850350,1
  -0.3131392950,   1.2576786820,1
   0.7205340561,  -1.0193089505,1
   0.6717809833,   0.0203731675,1
   0.4127678578,  -0.4587874458,1
   1.6323650074,   0.8601042536,1
  -1.6098496248,   1.2065654260,1
  -1.2892330601,  -0.1935148065,1
   1.2208792747,  -0.0918087221,1
   1.7675380263,  -1.0170206159,1
  -0.2603579411,   1.4205812899,1
   1.4339978017,  -1.4385812158,1
  -0.7211962178,  -1.4325290310,1
   0.0269330471,  -0.9264053799,1
   1.7666798379,   1.2019011689,1
  -1.3307576970,  -0.0084928136,1
   1.6054699522,  -0.2741419202,1
   0.0144371026,   0.0995630421,1
   0.7816258359,  -1.8924087049,1
   0.6376848467,  -0.0667606260,1
  -1.8212517390,   1.1151728614,1
  -0.9052703045,  -1.5859180323,1
   0.0651155868,  -0.5973192554,1
  -1.6992410965,  -0.0908880367,1
   0.2138058725,  -1.2179987504,1
  -0.9736684762,  -0.9794162318,1
  -0.3472382071,   2.4626533951,1
   1.2351039416,   0.7273907577,1
  -0.8135065942,  -0.2897813231,1
   0.5178596355,  -0.6718722119,1
   0.3784400698,   0.0747863354,1
   0.2175897992,   0.3809311788,1
   1.2751101629,  -0.7343437519,1
   1.2003266318,   1.9334780441,1
  -1.8864093116,  -0.3200617825,1
  -0.4937917906,   1.2337480671,1
  -0.7626566578,   0.3164048486,1
   1.6099343660,   0.2667757506,1
  -0.9941477995,  -0.8180664600,1
   2.2996076657,   0.6278050349,1
   2.2297561233,   0.5939633227,1
  -0.1299755292,   0.5399290345,1
  -0.1702682159,   0.0226449442,1
  -0.1886369016,  -0.3126500280,1
   0.2156352301,   0.1357533961,1
  -1.6112940687,   1.6470874570,1
  -0.5509938187,   0.3347640344,1
  -0.6300748960,  -1.9832892572,1
   2.4102744143,  -0.6301480805,1
   1.9525001713,   0.4408018225,1
  -0.0486133748,  -0.4430314572,1
  -0.8994497751,  -1.9879056032,1
   1.9397139116,   1.0426465327,1
   1.7043945419,   1.0008185884,1
   2.3836833654,  -0.3708116215,1
  -1.5970668926,   0.8597906953,1
   0.9835964711,  -0.1799957868,1
   0.2363024687,   1.0785196343,1
  -2.0229566114,   0.3447016129,1
   1.2831453820,  -0.9267097126,1
  -0.6183030331,  -0.6766544020,1
  -1.2037787937,  -0.0738996905,1
   0.8276718604,  -0.4341527395,1
  -0.1513972701,   0.0556875797,1
  -0.3334177863,  -0.2791057649,1
   1.2947792589,  -0.9303510250,1
   0.0470558354,   1.9576367732,1
  -0.6990629303,  -1.8133499515,1
  -0.3885523858,   0.0888016030,1
  -0.0551580518,   2.0780454886,1
   0.2363133222,  -1.5086091909,1
  -1.6469085657,   0.6840556683,1
  -0.9794972638,   0.7376406072,1
  -1.4621629865,   1.4261179978,1
  -0.0895950721,   1.2310359971,1
  -0.3150341595,   2.2482295832,1
  -1.1563390981,  -0.1956745049,1
  -0.1869856359,   0.3139261828,1
   1.7057008168,   1.6223494520,1
  -1.6158143210,   1.4739715414,1
   1.1977603010,   0.9862953626,1
   1.9282450873,   0.6649270569,1
   0.3842579106,  -0.0104888378,1
  -0.4816126794,  -0.6690202922,1
   0.1078016224,  -0.3509712843,1
  -0.9067783530,  -1.8343680253,1
  -0.6855476538,  -2.1296291480,1
   0.3787309861,  -1.9287084750,1
   0.2838788302,   0.9126397856,1
  -0.2391139137,   0.0675942165,1
  -0.3972326686,  -1.4393153289,1
  -0.5982140124,  -0.9286281101,1
  -1.1117567741,   0.9005959469,1
  -1.1555235442,  -0.2878591421,1
  -1.5353920400,  -0.3252459501,1
  -0.3903539473,   0.1980218823,1
  -0.5741926126,  -0.1395054175,1
  -1.4730400238,  -0.5233990118,1
  -0.8701068453,  -1.5066412730,1
  -0.0464032090,   0.1069320886,1
  -2.2245221309,   0.5421177740,1
  -0.1343302001,  -0.0619184091,1
  -1.9825624853,   1.3397444150,1
  -0.9461798891,   0.1784484817,1
   0.9619486029,  -1.0101979762,1
  -1.7070983011,   1.5751853872,1
  -0.8060015946,   2.0750238814,1
  -2.2226592422,   0.8911894263,1
  -0.0688209640,   0.0588253954,1
   0.0447199421,   0.1517106461,1
   0.6898511616,  -2.0522921774,1
  -0.0338893458,  -2.3084487712,1
   0.9634805893,   0.7781597889,1
  -2.2437728207,  -1.0109934176,1
   0.1818548614,   0.7558429600,1
  -0.6291604168,  -0.2257400827,1
   0.0100185860,  -0.0677614396,1
  -0.1824222229,  -0.1460950482,1
   1.6303396105,   0.7559544241,1
  -0.7270591636,  -1.4714641817,1
  -0.1385374396,   0.9294363731,1
   2.2867200467,   0.4885693130,1
   0.0399893758,  -0.0422352401,1
   0.7871882172,   1.0190328963,1
  -1.1070692625,  -0.5322771019,1
   0.3854601743,   0.2209247923,1
   1.5115713045,   0.1367755274,1
   0.7677244020,  -0.2320333596,1
   1.1042201398,  -0.0609697768,1
   1.7580192162,   0.4544024913,1
  -0.3253942916,   0.9622079249,1
   1.7341570625,   0.1143149699,1
  -0.4940742044,  -1.9477168880,1
  -0.1448361372,  -0.2925983292,1
   0.0897533759,  -0.0036724507,1
  -0.0434917580,   1.6089853494,1
   0.1010987442,   2.1190268903,1
  -0.0478473936,   0.0418640983,1
   0.6105070054,  -0.8723448906,1
  -0.0509138888,  -2.4739923687,1
  -1.2710931008,  -1.9748451829,1
  -0.5006093476,  -0.2663456799,1
  -0.1173493527,  -0.1247340777,1
  -1.1248559240,  -1.9018588930,1
   0.2136899691,  -0.3536381004,1
   0.5492299661,   0.5269697769,1
  -0.9721539637,  -0.7488884456,1
   0.0968494709,   0.0417221743,1
   0.4426423351,  -0.0594248123,1
   1.5832168876,   0.9889168317,1
  -0.7321782624,  -0.3670205014,1
   1.8695233113,  -0.3353348258,1
  -0.6798556309,  -0.8376200356,1
  -0.0279991226,   0.5132528456,1
   2.2467741634,  -0.9831722082,1
  -0.0786912762,  -0.0577837811,1
  -0.6451006008,   1.3609203958,1
   0.0015197852,  -1.0813894859,1
   0.5832132449,  -0.0133279696,1
   0.2414484986,   2.0210468093,1
  -0.5491499909,   0.6828667424,1
   0.7901297514,  -2.2144839623,1
   0.8343303032,   1.6521137420,1
  -0.8500379598,   0.2246819276,1
  -0.6369756611,   2.2803604407,1
   0.6260539512,   1.5182753618,1
   1.2907517337,   1.4974014711,1
  -0.8018618774,   0.8516134082,1
   1.4896825716,   1.2300963167,1
  -0.1096646322,  -0.8707604442,1
   1.9927077299,  -1.2464534420,1
  -0.6383190020,  -0.2254716542,1
  -1.6036994176,   0.6342262949,1
   0.3685984707,   0.9623893971,1
  -1.5235824610,  -0.9791544029,1
   0.7239092070,   0.5339281764,1
  -1.4387630565,  -0.8430340562,1
  -0.1607642924,  -1.3059215035,1
  -1.5676527403,   0.9775499790,1
   0.5974356233,  -0.5580270440,1
   0.8185113591,   1.3899108851,1
  -0.7604039962,   0.4757734837,1
   1.7883839411,   0.9784148041,1
   1.9464153343,  -0.2003394007,1
   0.6161812441,  -0.7512850905,1
   2.3425308920,   0.6062617260,1
   0.3913364612,   0.7045450293,1
   1.7914815441,   1.6329090067,1
   1.8116093172,   0.5508653843,1
  -0.3389118776,  -0.6933787576,1
   1.2723504378,  -0.2412517696,1
   0.0164130437,  -0.0168273644,1
  -0.0050687138,  -0.5129945646,1
  -0.4257967871,   0.3808491620,1
   0.2432069881,  -0.1706169578,1
  -0.7964373891,  -1.2242595138,1
   1.6174973804,  -0.9795519642,1
  -0.8014989577,   1.0892223821,1
   0.2838867574,  -0.2846959551,1
  -2.4118786485,   0.3488163632,1
  -0.7748978778,   0.3822802807,1
  -0.6020537024,   0.7694642527,1
  -0.9923312676,  -0.7403477534,1
  -0.5115089496,  -1.4946030372,1
  -0.0425085534,   0.2319198926,1
  -2.1831412610,   0.1741722877,1
   1.3371368653,   1.5972987800,1
  -1.9208376551,  -0.8069104084,1
   0.1275628710,   1.9190116646,1
  -0.8862929698,   0.1053566513,1
   0.5195627134,  -2.2031663273,1
   1.1054450902,  -0.9586571403,1
   0.7785007020,   0.0795346088,1
  -0.4325010745,  -2.1532428906,1
   0.3742509595,  -1.0025834445,1
  -0.3674758664,   1.3030766564,1
   1.5005200162,  -0.4067614082,1
  -0.3660409277,  -1.3573867254,1
  -0.4670644083,   0.6326191434,1
   0.2350764173,   1.7023312226,1
  -0.5918200354,  -0.4655868723,1
  -0.3427076675,  -0.0742915831,1
  -0.0378221865,  -0.0513556902,1
   1.9011207056,   1.2540101033,1
   1.0616490968,  -2.0173085110,1
  -1.4832725633,   1.1399584341,1
   0.5114549752,   0.0195376011,1
   0.3739061477,   0.2051471521,1
  -0.4958888190,  -0.1402477643,1
   1.7940897955,   1.4642955276,1
  -0.9306548920,   1.2482689787,1
   0.0237890800,  -0.3419761461,1
  -1.0340440553,   2.1098163267,1
  -0.3087922309,  -0.7063070018,1
  -0.2369006655,  -0.1264531494,1
  -0.2830006286,  -1.7408518226,1
  -0.1555587630,   0.1809495714,1
   0.1512060380,   0.1838689751,1
  -0.0914317383,  -0.2463396028,1
   0.0317865023,   0.0273603435,1
   1.3909599004,   0.3850699744,1
  -0.0242509828,  -0.1299397949,1
   1.3247090833,  -1.0101574022,1
  -0.6050792778,   0.3945573781,1
   0.0316050958,  -0.3977241107,1
   2.2827351480,  -0.8025180618,1
  -1.9978283821,  -0.6317300684,1
  -0.3110114322,  -0.6781123969,1
   0.2445903932,   0.1896977092,1
  -0.6369936736,  -0.7272836046,1
  -0.9129841191,   1.2019489608,1
  -1.2394034176,   0.3375330008,1
  -0.5106870635,   0.4598312923,1
  -0.1150034532,  -0.5594684831,1
   0.1942854312,  -1.2277966942,1
  -0.2785988586,   0.0571239527,1
  -2.1006197386,  -0.9278382951,1
   1.1383938631,  -1.2747739566,1
   0.1093597481,  -0.3321439707,1
  -0.8897040966,   1.1275446222,1
   0.3518340173,  -0.1777460634,1
  -1.1335247188,  -0.3657472772,1
  -0.2358234230,   1.7253639191,1
  -0.7396802305,  -0.2391271491,1
   1.7697335406,   0.5052028534,1
   0.1983336798,  -0.5277177794,1
   1.9708284633,   0.4746642421,1
  -0.1474136902,  -0.7905686198,1
   0.2736987919,   0.0147549996,1
   0.5869756265,  -1.3036026230,1
   0.4331373179,  -0.0500078878,1
  -1.0147904170,   1.5084739641,1
   0.3309313148,  -0.3446069598,1
   0.1527690908,  -0.2040078185,1
   0.0441617817,  -0.2797753203,1
  -1.4777769140,  -0.8618987784,1
   2.0793648066,  -0.0032392115,1
  -0.9874390572,  -0.7967399728,1
   1.8480864214,   0.5559113769,1
  -0.5265827862,   2.4078718004,1
